srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,type
12910423152,23422523976,57945,80,TCP,21,60,8,2998,backgorund
58141154136,18422316328,28974,39703,TCP,21,9,3,144,backgorund
58141154136,24715320667,44704,39703,TCP,21,9,3,144,backgorund
103131119166,9115214348,35535,32466,TCP,22,0,1,48,backgorund
8417887166,1511691599,445,18687,TCP,22,0,1,79,backgorund
1416512228,23422523976,7979,80,TCP,22,0,1,46,backgorund
57225118130,74241105161,35024,30044,TCP,22,11,9,2418,backgorund
2351692222,818743105,137,137,UDP,22,56,8,672,backgorund
74241105161,57225118130,30044,35024,TCP,22,6,6,2979,backgorund
39132174134,254649182,7821,445,TCP,22,60,34,4316,backgorund
254649182,39132174134,445,7821,TCP,22,60,32,3568,backgorund
581098548,1312009446,46347,39703,TCP,22,9,3,144,backgorund
2818893178,76187190197,389,33663,UDP,23,0,1,117,backgorund
74241105161,23860214113,30044,65028,TCP,23,0,4,409,backgorund
74241105161,23860214113,30044,31477,TCP,23,0,4,410,backgorund
103131119166,9115214348,15261,32466,TCP,23,0,1,48,backgorund
23860214113,74241105161,65028,30044,TCP,23,0,5,852,backgorund
23860214113,74241105161,31477,30044,TCP,23,0,5,852,backgorund
76187190197,2818893178,33663,389,UDP,23,0,1,80,backgorund
12928193117,74241105161,52380,30044,TCP,23,10,6,1222,backgorund
18711134206,5118124233,137,137,UDP,23,10,6,468,backgorund
2185524411,19112023087,44297,30044,TCP,23,11,9,2934,backgorund
72246191175,15415814114,65336,64535,ICMP,23,29,30,2520,backgorund
21310773102,4917166129,443,35876,TCP,23,30,20,8443,backgorund
1459534224,254649182,49200,445,TCP,23,34,4,278,backgorund
254649182,1459534224,445,49200,TCP,23,34,2,186,backgorund
74241105161,12928193117,30044,52380,TCP,23,5,4,2755,backgorund
19112023087,2185524411,30044,44297,TCP,23,6,6,2972,backgorund
144098220,8610325282,445,2010,TCP,23,61,3,279,backgorund
144098220,8610325282,445,44243,TCP,23,61,3,279,backgorund
8610325282,144098220,2010,445,TCP,23,61,6,417,backgorund
8610325282,144098220,44243,445,TCP,23,61,6,417,backgorund
15713618189,257717450,52018,28203,TCP,23,9,3,144,backgorund
581098548,229681356,2601,39703,TCP,23,9,3,144,backgorund
19317522859,61112132108,46146,18325,TCP,23,9,3,144,backgorund
1573313615,23422523976,43460,80,TCP,24,0,1,46,backgorund
23422523976,25410913629,80,40624,TCP,24,0,4,511,backgorund
8417887166,817845203,45425,20431,TCP,24,1,2,92,backgorund
13414596241,10114179151,39208,445,TCP,24,12,13,4240,backgorund
10114179151,13414596241,445,39208,TCP,24,12,9,1653,backgorund
8417887166,817845203,135,7899,TCP,24,14,6,716,backgorund
25410913629,23422523976,40624,80,TCP,24,60,8,2982,backgorund
17511240227,74241105161,19167,30044,TCP,25,0,5,857,backgorund
17511240227,74241105161,19111,30044,TCP,25,0,5,857,backgorund
74241105161,17511240227,30044,19167,TCP,25,0,4,414,backgorund
74241105161,17511240227,30044,19111,TCP,25,0,4,413,backgorund
1917224662,254649182,56693,445,TCP,25,0,8,960,backgorund
23422523976,132110137141,80,53441,TCP,25,0,4,515,backgorund
8417887166,25231888,45425,2569,TCP,25,1,3,138,backgorund
1587819438,74241105161,35925,30044,TCP,25,10,6,1222,backgorund
5213622016,74241105161,24791,30044,TCP,25,10,6,1223,backgorund
1281584976,1759721391,12605,445,TCP,25,12,13,4233,backgorund
8417887166,25231888,135,8758,TCP,25,12,6,716,backgorund
1759721391,1281584976,445,12605,TCP,25,12,9,1653,backgorund
58997235,139889197,25868,135,TCP,25,30,10,978,backgorund
58997235,139889197,13192,33137,TCP,25,30,10,1077,backgorund
139889197,58997235,135,25868,TCP,25,30,7,1080,backgorund
139889197,58997235,33137,13192,TCP,25,30,7,1060,backgorund
74241105161,1587819438,30044,35925,TCP,25,6,4,2755,backgorund
74241105161,5213622016,30044,24791,TCP,25,6,4,2755,backgorund
132110137141,23422523976,53441,80,TCP,25,60,8,3044,backgorund
95204135154,254649182,19702,445,TCP,25,61,42,9102,backgorund
1337162,19112023087,2026,30044,TCP,26,0,5,856,backgorund
1337162,19112023087,59698,30044,TCP,26,0,5,856,backgorund
19112023087,1337162,30044,2026,TCP,26,0,4,413,backgorund
19112023087,1337162,30044,59698,TCP,26,0,4,414,backgorund
19112023087,200619918,30044,41365,TCP,26,0,4,409,backgorund
19112023087,200619918,30044,3330,TCP,26,0,4,410,backgorund
8417887166,817845203,45425,20431,TCP,26,0,1,46,backgorund
2132548577,23422523976,7700,80,TCP,26,0,1,46,backgorund
200619918,19112023087,41365,30044,TCP,26,0,5,853,backgorund
200619918,19112023087,3330,30044,TCP,26,0,5,853,backgorund
8417887166,25231888,45425,30454,TCP,26,1,3,138,backgorund
8417887166,817845203,45425,49301,TCP,26,1,3,138,backgorund
5909381,74241105161,52504,30044,TCP,26,11,9,3062,backgorund
19112023087,107121202236,30044,27574,TCP,26,12,32856,45653426,backgorund
19112023087,107121202236,30044,27574,TCP,26,12,32912,45731266,backgorund
107121202236,19112023087,27574,30044,TCP,26,12,17412,801967,backgorund
112137728,14516471102,1433,35867,TCP,26,20,4,190,backgorund
14516471102,112137728,35867,1433,TCP,26,20,4,190,backgorund
44541614,5322225212,52103,50459,TCP,26,38,2,92,backgorund
74241105161,5909381,30044,52504,TCP,26,6,6,2975,backgorund
8417887166,2789169136,445,43139,TCP,26,71,318,33443,backgorund
10114179151,85179112246,389,64320,TCP,27,0,1,46,backgorund
1018513639,163106150146,43175,139,TCP,27,0,4,216,backgorund
1018513639,163106150146,23526,88,UDP,27,0,1,198,backgorund
1018513639,163106150146,31276,88,UDP,27,0,1,276,backgorund
1018513639,163106150146,11180,88,UDP,27,0,1,1386,backgorund
1018513639,163106150146,60929,88,UDP,27,0,1,1396,backgorund
163106150146,1018513639,139,43175,TCP,27,0,2,112,backgorund
163106150146,1018513639,88,23526,UDP,27,0,1,430,backgorund
163106150146,1018513639,88,31276,UDP,27,0,1,1398,backgorund
163106150146,1018513639,88,11180,UDP,27,0,1,1404,backgorund
163106150146,1018513639,88,60929,UDP,27,0,1,1376,backgorund
4724324057,172838169,389,46836,UDP,27,0,1,195,backgorund
85179112246,10114179151,64320,389,TCP,27,0,1,64,backgorund
1018513639,163106150146,33017,445,TCP,27,1,19,5423,backgorund
163106150146,1018513639,445,33017,TCP,27,1,14,2501,backgorund
163106150146,1018513639,445,33017,TCP,27,1,15,2561,backgorund
4724324057,172838169,135,44282,TCP,27,13,6,792,backgorund
4724324057,172838169,4807,5787,TCP,27,13,5,664,backgorund
58997235,46100254245,10192,445,TCP,27,2,22,4713,backgorund
46100254245,58997235,445,10192,TCP,27,2,25,17206,backgorund
708861227,2351692222,137,137,UDP,27,55,9,702,backgorund
12954198193,92174183242,24099,161,UDP,27,60,4,428,backgorund
8417887166,1511691599,445,37483,TCP,27,70,407,42791,backgorund
2818893178,1325217779,389,13948,UDP,28,0,1,191,backgorund
2818893178,1325217779,389,16715,UDP,28,0,1,117,backgorund
180252234175,9115214348,22298,32466,TCP,28,0,1,48,backgorund
243462110,20962204241,17597,389,TCP,28,0,15,5498,backgorund
243462110,139889197,19506,389,TCP,28,0,12,4653,backgorund
243462110,139889197,16410,389,TCP,28,0,13,5310,backgorund
243462110,139889197,61220,389,UDP,28,0,1,192,backgorund
243462110,139889197,35212,389,TCP,28,0,11,4873,backgorund
20962204241,243462110,389,17597,TCP,28,0,12,6981,backgorund
18710471160,23422523976,62439,80,TCP,28,0,7,2951,backgorund
4724324057,4021111383,64535,64535,ICMP,28,0,2,120,backgorund
1325217779,2818893178,13948,389,UDP,28,0,1,108,backgorund
1325217779,2818893178,16715,389,UDP,28,0,1,80,backgorund
139889197,243462110,389,19506,TCP,28,0,8,3174,backgorund
139889197,243462110,389,16410,TCP,28,0,10,4241,backgorund
139889197,243462110,389,61220,UDP,28,0,1,193,backgorund
139889197,243462110,389,35212,TCP,28,0,9,1901,backgorund
23422523976,132360242,80,21478,TCP,28,0,4,515,backgorund
23422523976,18710471160,80,62439,TCP,28,0,4,511,backgorund
18220139101,74241105161,17582,30044,TCP,28,10,9,3017,backgorund
4724324057,4021111383,445,13573,TCP,28,11,15,2418,backgorund
243462110,20962204241,40381,445,TCP,28,12,15,7720,backgorund
20962204241,243462110,445,40381,TCP,28,12,10,2405,backgorund
243462110,1759721391,3446,33137,TCP,28,15,7,1499,backgorund
243462110,1759721391,16793,135,TCP,28,15,8,1300,backgorund
1759721391,243462110,135,16793,TCP,28,15,6,884,backgorund
1759721391,243462110,33137,3446,TCP,28,15,6,1888,backgorund
163106150146,1018513639,445,52833,TCP,28,35,2,1168,backgorund
243462110,2322618280,33790,445,TCP,28,36,87,22251,backgorund
2322618280,243462110,445,33790,TCP,28,36,80,19232,backgorund
74241105161,18220139101,30044,17582,TCP,28,6,6,2975,backgorund
209177119145,1503198229,57008,18981,TCP,28,60,4,209,backgorund
132360242,23422523976,21478,80,TCP,28,60,8,3005,backgorund
80185613,131604381,42297,39703,TCP,28,9,3,144,backgorund
144098220,42214240139,445,42547,TCP,29,0,1,46,backgorund
23422523976,74189201100,80,63161,TCP,29,1,4,515,backgorund
15925155194,19112023087,62276,30044,TCP,29,10,6,1223,backgorund
19112023087,15925155194,30044,62276,TCP,29,5,4,2752,backgorund
74189201100,23422523976,63161,80,TCP,29,61,8,2995,backgorund
42214240139,144098220,42547,445,TCP,30,0,1,46,backgorund
2715136242,209177119145,39386,57008,TCP,30,60,3,138,backgorund
61182190186,10217680249,21551,445,TCP,31,0,1,52,backgorund
10217680249,61182190186,445,21551,TCP,31,0,1,46,backgorund
195186170245,2322618280,65336,64535,ICMP,31,0,2,120,backgorund
2322618280,195186170245,64535,64535,ICMP,31,0,2,120,backgorund
195186170245,2322618280,44632,445,TCP,31,11,14,3963,backgorund
2322618280,195186170245,445,44632,TCP,31,11,12,2181,backgorund
254649182,2251981756,445,23965,TCP,31,30,2,186,backgorund
177268795,17219157229,52980,63853,TCP,31,60,30,3650,backgorund
13669110181,12913268224,80,35040,TCP,32,0,5,448,backgorund
13669110181,12913268224,80,34852,TCP,32,0,5,448,backgorund
13669110181,12913268224,80,30759,TCP,32,0,5,448,backgorund
13669110181,12913268224,80,54531,TCP,32,0,5,448,backgorund
12913268224,13669110181,35040,80,TCP,32,0,7,1703,backgorund
12913268224,13669110181,34852,80,TCP,32,0,7,1703,backgorund
12913268224,13669110181,30759,80,TCP,32,0,7,1694,backgorund
12913268224,13669110181,54531,80,TCP,32,0,7,1694,backgorund
13123224081,9115214348,23787,32466,TCP,32,0,1,48,backgorund
74241105161,12246244,30044,62551,TCP,32,1,4,413,backgorund
12246244,74241105161,62551,30044,TCP,32,1,5,856,backgorund
15915079211,1148227125,34387,445,TCP,32,14,20,4597,backgorund
74241105161,12246244,30044,54060,TCP,33,0,4,414,backgorund
13669110181,159221133127,80,53512,TCP,33,0,5,448,backgorund
13669110181,159221133127,80,40200,TCP,33,0,5,448,backgorund
13669110181,159221133127,80,46232,TCP,33,0,5,448,backgorund
13669110181,159221133127,80,54183,TCP,33,0,5,448,backgorund
159221133127,13669110181,53512,80,TCP,33,0,7,1715,backgorund
159221133127,13669110181,40200,80,TCP,33,0,7,1715,backgorund
159221133127,163106150146,25543,389,UDP,33,0,1,237,backgorund
159221133127,13669110181,46232,80,TCP,33,0,7,1706,backgorund
159221133127,13669110181,54183,80,TCP,33,0,7,1706,backgorund
1811793117,2421259134,46854,443,TCP,33,0,6,1578,backgorund
1019891157,1759721391,65336,64535,ICMP,33,0,2,120,backgorund
825366204,23422523976,28974,80,TCP,33,0,8,3903,backgorund
12246244,74241105161,54060,30044,TCP,33,0,5,856,backgorund
163106150146,159221133127,389,25543,UDP,33,0,1,193,backgorund
2421259134,1811793117,443,46854,TCP,33,0,5,1481,backgorund
1759721391,1019891157,64535,64535,ICMP,33,0,2,120,backgorund
23422523976,825366204,80,28974,TCP,33,0,7,4127,backgorund
1019891157,1759721391,47091,445,TCP,33,11,17,4347,backgorund
1759721391,1019891157,445,47091,TCP,33,11,15,2418,backgorund
72246191175,59148194249,65336,64535,ICMP,33,29,30,2520,backgorund
72246191175,736375243,65336,64535,ICMP,33,29,30,2520,backgorund
72246191175,199209104229,65336,64535,ICMP,33,29,30,2520,backgorund
72246191175,107247087,65336,64535,ICMP,33,29,30,2520,backgorund
72246191175,7323153243,65336,64535,ICMP,33,29,30,2520,backgorund
382510512,144098220,56598,445,TCP,33,35,4,278,backgorund
44541614,56132144174,52103,5784,TCP,33,38,2,92,backgorund
1572282083,13218793228,139,49324,TCP,33,61,61,17327,backgorund
13218793228,1572282083,49324,139,TCP,33,61,65,21046,backgorund
177268795,1351689765,13036,63853,TCP,33,61,4,392,backgorund
8417887166,191145209120,445,17641,TCP,33,72,318,33443,backgorund
18279237121,254649182,32198,445,TCP,34,0,2,178,backgorund
19112023087,244136175167,30044,37984,TCP,34,0,4,372,backgorund
22147129141,2351692222,137,137,UDP,34,0,2,156,backgorund
22147129141,2322618280,138,138,UDP,34,0,1,208,backgorund
22147129141,2322618280,54843,389,UDP,34,0,1,194,backgorund
103131119166,9115214348,34534,32466,TCP,34,0,1,48,backgorund
23860214113,23422523976,30450,80,TCP,34,0,1,46,backgorund
2351692222,22147129141,137,137,UDP,34,0,2,180,backgorund
4724324057,9796180135,389,44549,TCP,34,0,10,5293,backgorund
2322618280,22147129141,389,54843,UDP,34,0,1,193,backgorund
244136175167,19112023087,37984,30044,TCP,34,0,6,430,backgorund
74241105161,244136175167,30044,31410,TCP,34,1,4,376,backgorund
244136175167,74241105161,31410,30044,TCP,34,1,6,430,backgorund
15719575201,19112023087,4738,30044,TCP,34,11,9,2989,backgorund
521601576,163106150146,46904,445,TCP,34,12,13,4238,backgorund
163106150146,521601576,445,46904,TCP,34,12,9,1654,backgorund
22147129141,2322618280,61947,139,TCP,34,13,14,4312,backgorund
22147129141,2322618280,33709,139,TCP,34,13,12,1509,backgorund
22147129141,2322618280,2229,139,TCP,34,13,13,1533,backgorund
2322618280,22147129141,139,61947,TCP,34,13,12,1411,backgorund
2322618280,22147129141,139,33709,TCP,34,13,10,1562,backgorund
2322618280,22147129141,139,2229,TCP,34,13,11,1667,backgorund
19112023087,15719575201,30044,4738,TCP,34,6,6,2972,backgorund
177268795,1351689765,60037,63853,TCP,34,61,32,3750,backgorund
177268795,17219157229,16883,63853,TCP,34,61,4,392,backgorund
13718681135,916118716,15801,39703,TCP,34,9,3,152,backgorund
13718681135,131604381,25653,39703,TCP,34,9,3,152,backgorund
13718681135,922137236,33298,39703,TCP,34,9,3,152,backgorund
13718681135,18710471160,40553,39703,TCP,34,9,3,152,backgorund
13718681135,642131126,10715,39703,TCP,34,9,3,152,backgorund
13718681135,1312009446,58161,39703,TCP,34,9,3,152,backgorund
13718681135,23017113214,6664,39703,TCP,34,9,3,152,backgorund
13718681135,229681356,22040,39703,TCP,34,9,3,152,backgorund
161140171199,23422523976,1063,80,TCP,35,0,7,3021,backgorund
23422523976,15925155194,80,35153,TCP,35,0,4,515,backgorund
23422523976,161140171199,80,1063,TCP,35,0,6,4775,backgorund
20013314578,19112023087,31055,30044,TCP,35,11,9,2978,backgorund
4724324057,126166228194,445,21389,TCP,35,11,9,2359,backgorund
26102148166,144098220,40891,445,TCP,35,31,3,185,backgorund
19112023087,20013314578,30044,31055,TCP,35,6,6,2972,backgorund
15925155194,23422523976,35153,80,TCP,35,60,8,3001,backgorund
170388087,1111532225,111,52660,UDP,36,0,1,56,backgorund
19112023087,244136175167,30044,30315,TCP,36,0,5,2694,backgorund
13218793228,1769715511,65336,64535,ICMP,36,0,1,60,backgorund
1769715511,13218793228,64535,64535,ICMP,36,0,1,60,backgorund
20114123111,247236253136,29451,32466,TCP,36,0,1,48,backgorund
20114123111,9115214348,21818,32466,TCP,36,0,1,48,backgorund
226410953,20962204241,38131,389,TCP,36,0,8,2164,backgorund
20962204241,226410953,389,38131,TCP,36,0,4,1548,backgorund
1111532225,170388087,52660,111,UDP,36,0,1,84,backgorund
244136175167,19112023087,30315,30044,TCP,36,1,7,1304,backgorund
22293194121,19112023087,36723,30044,TCP,36,10,6,1223,backgorund
74241105161,15419814828,30044,22970,TCP,36,18,48481,67377347,backgorund
74241105161,15419814828,30044,22970,TCP,36,18,48587,67524687,backgorund
15419814828,74241105161,22970,30044,TCP,36,18,25726,1183549,backgorund
19112023087,22293194121,30044,36723,TCP,36,5,4,2752,backgorund
209177119145,23323025233,57008,36202,TCP,36,60,4,184,backgorund
19612255178,254649182,16188,445,TCP,36,60,34,4316,backgorund
23323025233,209177119145,36202,57008,TCP,36,60,4,184,backgorund
4724324057,15416718116,445,64474,TCP,37,35,83,20954,backgorund
12954198193,9796180135,24099,161,UDP,37,60,4,428,backgorund
170388087,1111532225,111,2911,UDP,38,0,1,56,backgorund
17106239235,23422523976,30783,80,TCP,38,0,1,46,backgorund
39186120251,2421259134,58448,443,TCP,38,0,6,1647,backgorund
2421259134,39186120251,443,58448,TCP,38,0,5,1493,backgorund
23019631234,23422523976,35770,80,TCP,38,0,1,46,backgorund
1111532225,170388087,2911,111,UDP,38,0,1,84,backgorund
19112023087,244136175167,30044,59276,TCP,38,1,4,445,backgorund
244136175167,19112023087,59276,30044,TCP,38,1,6,932,backgorund
60183202152,19112023087,64493,30044,TCP,38,10,12,7304,backgorund
180252234175,9115214348,34778,32466,TCP,38,36,10,592,backgorund
180252234175,9115214348,23772,32466,TCP,38,36,10,592,backgorund
19112023087,60183202152,30044,64493,TCP,38,6,7,3019,backgorund
26255172110,131604381,27961,39703,TCP,38,9,3,144,backgorund
19112023087,244136175167,30044,44904,TCP,39,0,5,425,backgorund
228783211,20962204241,37747,88,TCP,39,0,4,494,backgorund
228783211,20962204241,24500,88,UDP,39,0,1,338,backgorund
228783211,20962204241,1354,88,UDP,39,0,1,1392,backgorund
228783211,20962204241,43168,88,UDP,39,0,1,1389,backgorund
228783211,139889197,65336,64535,ICMP,39,0,2,120,backgorund
20962204241,228783211,88,37747,TCP,39,0,4,1601,backgorund
20962204241,228783211,88,24500,UDP,39,0,1,124,backgorund
20962204241,228783211,88,1354,UDP,39,0,1,1396,backgorund
20962204241,228783211,88,43168,UDP,39,0,1,1391,backgorund
523968237,197168104182,445,18722,TCP,39,0,1,46,backgorund
244136175167,19112023087,44904,30044,TCP,39,0,7,1796,backgorund
139889197,228783211,64535,64535,ICMP,39,0,2,120,backgorund
186240224142,19112023087,54198,30044,TCP,39,10,6,1283,backgorund
2914941243,74241105161,10534,30044,TCP,39,10,9,2968,backgorund
204112116171,19112023087,42015,30044,TCP,39,10,6,1223,backgorund
20589140236,19112023087,12567,30044,TCP,39,11,9,2787,backgorund
228783211,139889197,25824,445,TCP,39,11,17,4389,backgorund
139889197,228783211,445,25824,TCP,39,11,15,2418,backgorund
4724324057,1635518940,445,26995,TCP,39,13,9,1653,backgorund
19112023087,186240224142,30044,54198,TCP,39,5,4,2748,backgorund
19112023087,204112116171,30044,42015,TCP,39,5,4,2753,backgorund
19112023087,20589140236,30044,12567,TCP,39,6,6,2976,backgorund
74241105161,2914941243,30044,10534,TCP,39,6,6,2975,backgorund
15713618189,257717450,20430,28203,TCP,39,9,3,144,backgorund
13218793228,1769715511,37083,445,TCP,40,0,1,52,backgorund
1769715511,13218793228,445,37083,TCP,40,0,1,46,backgorund
23422523976,696195222,80,9442,TCP,40,0,4,515,backgorund
696195222,23422523976,9442,80,TCP,40,60,8,3050,backgorund
74241105161,161433022,30044,50020,TCP,41,0,4,409,backgorund
74241105161,161433022,30044,65148,TCP,41,0,4,410,backgorund
16724315241,23422523976,21408,80,TCP,41,0,1,46,backgorund
161433022,74241105161,50020,30044,TCP,41,0,5,843,backgorund
161433022,74241105161,65148,30044,TCP,41,0,5,843,backgorund
20521613635,74241105161,44089,30044,TCP,41,10,9,2894,backgorund
321982689,74241105161,49151,30044,TCP,41,10,6,1223,backgorund
4724324057,1642484472,445,46197,TCP,41,15,9,1653,backgorund
187136113190,254649182,34957,445,TCP,41,34,4,278,backgorund
254649182,187136113190,445,34957,TCP,41,34,2,186,backgorund
74241105161,20521613635,30044,44089,TCP,41,6,6,2979,backgorund
74241105161,321982689,30044,49151,TCP,41,6,4,2755,backgorund
2396241208,209177119145,59102,57008,TCP,41,60,4,211,backgorund
60123145167,977960247,12074,2049,TCP,41,66,5474,938428,backgorund
977960247,60123145167,2049,12074,TCP,41,66,5445,915272,backgorund
1111532225,43115222106,2049,65521,TCP,42,0,1,46,backgorund
1731507185,15958105159,13397,21097,TCP,42,10,12,836,backgorund
15958105159,1731507185,21097,13397,TCP,42,10,8,4687,backgorund
4641208130,19112023087,37862,30044,TCP,42,10,6,1223,backgorund
19112023087,4641208130,30044,37862,TCP,42,5,4,2752,backgorund
649135217,2721255249,62797,62797,UDP,42,60,3,282,backgorund
2721255249,649135217,62797,62797,UDP,42,60,3,282,backgorund
209177119145,2321853350,57008,56881,TCP,42,60,3,138,backgorund
170388087,1111532225,16448,2049,TCP,42,70,309,84972,backgorund
8417887166,107225169122,445,29653,TCP,42,71,313,32929,backgorund
2501919281,8120039250,29659,39703,TCP,42,9,3,152,backgorund
61182190186,10217680249,45043,445,TCP,43,0,1,52,backgorund
10217680249,61182190186,445,45043,TCP,43,0,1,46,backgorund
14616311282,139889197,65336,64535,ICMP,43,0,2,120,backgorund
139889197,14616311282,64535,64535,ICMP,43,0,2,120,backgorund
14616311282,139889197,20494,445,TCP,43,11,17,4483,backgorund
139889197,14616311282,445,20494,TCP,43,11,15,2418,backgorund
72246191175,79248126116,65336,64535,ICMP,43,29,30,2520,backgorund
44541614,126166228194,52103,53898,TCP,43,38,2,92,backgorund
19112023087,239189102217,30044,55516,TCP,43,5,4,2752,backgorund
10011864174,254649182,62216,445,TCP,43,54,54,17377,backgorund
254649182,10011864174,445,62216,TCP,43,54,52,10995,backgorund
239189102217,19112023087,55516,30044,TCP,43,6,6,1213,backgorund
221152184185,12082182248,445,13542,TCP,44,0,1,46,backgorund
16414720387,8411891130,11303,445,TCP,44,0,1,52,backgorund
8411891130,16414720387,445,11303,TCP,44,0,1,46,backgorund
12082182248,221152184185,13542,445,TCP,44,0,1,52,backgorund
2322618280,881102028,123,123,UDP,44,0,1,96,backgorund
881102028,2322618280,123,123,UDP,44,0,1,96,backgorund
23422523976,27238095,80,58385,TCP,44,0,4,515,backgorund
15958105159,3775234104,21097,38033,TCP,44,10,8,4687,backgorund
3775234104,15958105159,38033,21097,TCP,44,10,12,836,backgorund
4724324057,14114419186,445,22603,TCP,44,14,9,1653,backgorund
15958105159,229129230125,13831,57962,TCP,44,4,5,237,backgorund
229129230125,15958105159,57962,13831,TCP,44,4,8,437,backgorund
3062830,5118124233,137,137,UDP,44,54,6,468,backgorund
27238095,23422523976,58385,80,TCP,44,60,8,3004,backgorund
80185613,1312009446,40680,39703,TCP,44,9,3,144,backgorund
170166482,2421259134,50823,443,TCP,45,0,2,92,backgorund
42107162157,4724324057,13883,88,UDP,45,0,1,1396,backgorund
42107162157,4724324057,7753,88,UDP,45,0,1,1396,backgorund
42107162157,4724324057,49941,88,UDP,45,0,1,1396,backgorund
42107162157,139889197,56122,389,UDP,45,0,1,193,backgorund
42107162157,1759721391,65336,64535,ICMP,45,0,2,120,backgorund
42107162157,139889197,65336,64535,ICMP,45,0,3,166,backgorund
945250136,163106150146,65336,64535,ICMP,45,0,2,120,backgorund
323424177,46100254245,65336,64535,ICMP,45,0,2,120,backgorund
163106150146,945250136,64535,64535,ICMP,45,0,2,120,backgorund
2421259134,170166482,443,50823,TCP,45,0,1,46,backgorund
4724324057,42107162157,88,13883,UDP,45,0,1,1391,backgorund
4724324057,42107162157,88,7753,UDP,45,0,1,1391,backgorund
4724324057,42107162157,88,49941,UDP,45,0,1,1391,backgorund
1759721391,42107162157,64535,64535,ICMP,45,0,2,120,backgorund
139889197,42107162157,389,56122,UDP,45,0,1,193,backgorund
139889197,42107162157,64535,64535,ICMP,45,0,3,166,backgorund
46100254245,323424177,64535,64535,ICMP,45,0,2,120,backgorund
42107162157,139889197,56666,389,TCP,45,1,9,2190,backgorund
42107162157,2322618280,38486,389,TCP,45,1,12,3193,backgorund
42107162157,139889197,21723,389,TCP,45,1,22,6040,backgorund
2322618280,42107162157,389,38486,TCP,45,1,10,2831,backgorund
2322618280,42107162157,389,38486,TCP,45,1,11,4221,backgorund
139889197,42107162157,389,56666,TCP,45,1,7,846,backgorund
139889197,42107162157,389,21723,TCP,45,1,25,24226,backgorund
139889197,42107162157,389,21723,TCP,45,1,29,29786,backgorund
227189233145,74241105161,32304,30044,TCP,45,10,6,1213,backgorund
2417811629,19112023087,43633,30044,TCP,45,10,6,1223,backgorund
323424177,46100254245,6017,445,TCP,45,10,17,4349,backgorund
220141227150,74241105161,53800,30044,TCP,45,10,6,1222,backgorund
46100254245,323424177,445,6017,TCP,45,10,15,2418,backgorund
945250136,163106150146,26581,445,TCP,45,11,13,3869,backgorund
218128129195,74241105161,28203,30044,TCP,45,11,9,2972,backgorund
163106150146,945250136,445,26581,TCP,45,11,12,2181,backgorund
42107162157,139889197,35445,445,TCP,45,12,13,3881,backgorund
139889197,42107162157,445,35445,TCP,45,12,11,2182,backgorund
251157171241,2322618280,8911,445,TCP,45,14,13,4213,backgorund
2322618280,251157171241,445,8911,TCP,45,14,9,1653,backgorund
42107162157,139889197,5586,135,TCP,45,22,7,540,backgorund
42107162157,163106150146,32988,135,TCP,45,22,8,859,backgorund
42107162157,163106150146,61474,53068,TCP,45,22,7,871,backgorund
163106150146,42107162157,135,32988,TCP,45,22,6,800,backgorund
163106150146,42107162157,53068,61474,TCP,45,22,5,436,backgorund
139889197,42107162157,135,5586,TCP,45,22,5,432,backgorund
42107162157,1759721391,53816,445,TCP,45,23,5592,592217,backgorund
1759721391,42107162157,445,53816,TCP,45,23,5543,613724,backgorund
1759721391,42107162157,445,53816,TCP,45,23,5594,620418,backgorund
42107162157,139889197,15303,4807,TCP,45,30,13,4118,backgorund
139889197,42107162157,4807,15303,TCP,45,30,10,1596,backgorund
19112023087,2417811629,30044,43633,TCP,45,6,4,2752,backgorund
74241105161,227189233145,30044,32304,TCP,45,6,4,2755,backgorund
74241105161,220141227150,30044,53800,TCP,45,6,4,2755,backgorund
74241105161,218128129195,30044,28203,TCP,45,6,6,2975,backgorund
74241105161,2028313446,30044,22105,TCP,46,0,5,2816,backgorund
74241105161,2479117199,30044,2306,TCP,46,0,4,413,backgorund
74241105161,2479117199,30044,48212,TCP,46,0,4,414,backgorund
13218793228,8510034229,65336,64535,ICMP,46,0,1,60,backgorund
8510034229,13218793228,64535,64535,ICMP,46,0,1,60,backgorund
42107162157,2322618280,19246,389,TCP,46,0,10,2756,backgorund
42107162157,2322618280,14003,389,TCP,46,0,10,2756,backgorund
42107162157,2322618280,64493,389,TCP,46,0,10,2756,backgorund
2028313446,74241105161,22105,30044,TCP,46,0,6,1218,backgorund
2479117199,74241105161,2306,30044,TCP,46,0,5,856,backgorund
2479117199,74241105161,48212,30044,TCP,46,0,5,856,backgorund
251157171241,2322618280,138,138,UDP,46,0,1,206,backgorund
2322618280,42107162157,389,19246,TCP,46,0,9,1825,backgorund
2322618280,42107162157,389,14003,TCP,46,0,8,1779,backgorund
2322618280,42107162157,389,14003,TCP,46,0,9,1825,backgorund
2322618280,42107162157,389,64493,TCP,46,0,8,1605,backgorund
2322618280,42107162157,389,64493,TCP,46,0,9,1835,backgorund
139889197,1474818027,389,7106,UDP,46,0,1,193,backgorund
139889197,1474818027,389,46522,UDP,46,0,1,193,backgorund
139889197,1474818027,88,63009,TCP,46,0,5,359,backgorund
139889197,1474818027,88,45698,TCP,46,0,6,1670,backgorund
